96500001,96529999,4,RS,CACHOEIRADOSUL
75560000,75569999,7,GO,CACHOEIRADOURADA
12630000,12689999,7,SP,CACHOEIRAPAULISTA
28680000,28699999,11,RJ,CACHOEIRASDEMACACU
94900001,94999999,6,RS,CACHOEIRINHA
29300001,29329999,8,ES,CACHOEIRODEITAPEMIRIM
99860000,99869999,6,RS,CACIQUEDOBLE
76960001,76969999,10,RO,CACOAL
13770000,13779999,7,SP,CACONDE
75813000,75814999,7,GO,CACU
35770000,35773999,7,MG,CAETANOPOLIS
34800000,34989999,7,MG,CAETE
86640000,86649999,6,PR,CAFEARA
85415000,85419999,5,PR,CAFELANDIA
87565000,87569999,6,PR,CAFEZALDOSUL
19530000,19559999,6,SP,CAIABU
36832000,36833999,17,MG,CAIANA
75850000,75854999,10,GO,CAIAPONIA
97930000,97934999,6,RS,CAIBATE
89888000,89889999,5,SC,CAIBI
98440000,98449999,6,RS,CAICARA
7700001,7749999,6,SP,CAIEIRAS
19450000,19469999,6,SP,CAIUA
7750001,7799999,5,SP,CAJAMAR
11950000,11954999,5,SP,CAJATI
15410000,15419999,6,SP,CAJOBI
36560000,36569999,15,MG,CAJURI
14240000,14249999,6,SP,CAJURU
76604000,76604000,12,GO,CALCILANDIA
37780000,37789999,7,MG,CALDAS
75690000,75694999,8,GO,CALDASNOVAS
75245000,75249999,10,GO,CALDAZINHA
86820000,86824999,6,PR,CALIFORNIA
89430000,89439999,8,SC,CALMON
35555000,35556999,18,MG,CAMACHO
37650000,37654999,7,MG,CAMANDUCAIA
79420000,79427999,8,MS,CAMAPUA
96180000,96189999,4,RS,CAMAQUA
29485000,29485999,7,ES,CAMARA
99165000,99169999,6,RS,CAMARGO
86390000,86399999,6,PR,CAMBARA
95480000,95499999,6,RS,CAMBARADOSUL
86180001,86199999,6,PR,CAMBE
86890000,86894999,6,PR,CAMBIRA
88340001,88349999,6,SC,CAMBORIU
28430000,28454999,10,RJ,CAMBUCI
37600000,37604999,7,MG,CAMBUI
37420000,37429999,7,MG,CAMBUQUIRA
39835000,39836999,18,MG,CAMPANARIO
37400000,37404999,6,MG,CAMPANHA
37730000,37739999,7,MG,CAMPESTRE
95255000,95259999,8,RS,CAMPESTREDASERRA
75396000,75397999,10,GO,CAMPESTREDEGOIAS
13785000,13785970,7,SP,CAMPESTRINHO
87345000,87354999,6,PR,CAMPINADALAGOA
98975000,98979999,6,RS,CAMPINADASMISSOES
18245000,18249999,5,SP,CAMPINADOMONTEALEGRE
85148000,85149999,8,PR,CAMPINADOSIMAO
83430000,83449999,6,PR,CAMPINAGRANDEDOSUL
38270000,38279999,7,MG,CAMPINAVERDE
76440000,76449999,10,GO,CAMPINACU
78630000,78634999,13,MT,CAMPINAPOLIS
13000001,13139999,6,SP,CAMPINAS
99660000,99664999,6,RS,CAMPINASDOSUL
76410000,76419999,10,GO,CAMPINORTE
89294000,89294999,7,SC,CAMPOALEGRE
75795000,75799999,12,GO,CAMPOALEGREDEGOIAS
39338000,39339999,15,MG,CAMPOAZUL
37270000,37272999,5,MG,CAMPOBELO
88580000,88584999,7,SC,CAMPOBELODOSUL
93700000,93799999,4,RS,CAMPOBOM
85450000,85459999,8,PR,CAMPOBONITO
37165000,37169999,5,MG,CAMPODOMEIO
83870000,83879999,8,PR,CAMPODOTENENTE
89980000,89980999,5,SC,CAMPOERE
38130000,38139999,9,MG,CAMPOFLORIDO
79000001,79129999,9,MS,CAMPOGRANDE
83600001,83649999,6,PR,CAMPOLARGO
83183000,83183999,4,PR,CAMPOLARGODAROSEIRA
75160000,75164999,10,GO,CAMPOLIMPODEGOIAS
13230001,13239999,5,SP,CAMPOLIMPOPAULISTA
83535000,83539999,6,PR,CAMPOMAGRO
87300001,87319999,6,PR,CAMPOMOURAO
98570000,98574999,6,RS,CAMPONOVO
76887000,76887999,14,RO,CAMPONOVODERONDONIA
78360000,78364999,8,MT,CAMPONOVODOPARECIS
78840000,78849999,8,MT,CAMPOVERDE
38970000,38979999,18,MG,CAMPOSALTOS
73840000,73849999,10,GO,CAMPOSBELOS
99435000,99439999,8,RS,CAMPOSBORGES
78307000,78309999,12,MT,CAMPOSDEJULIO
12460000,12489999,6,SP,CAMPOSDOJORDAO
28000001,28179999,8,RJ,CAMPOSDOSGOYTACAZES
37160000,37164999,5,MG,CAMPOSGERAIS
89620000,89632999,8,SC,CAMPOSNOVOS
19960000,19969999,6,SP,CAMPOSNOVOSPAULISTA
76515000,76519999,12,GO,CAMPOSVERDES
37267000,37269999,9,MG,CANAVERDE
36592000,36593999,16,MG,CANAA
